Type,Start,End,Duration,Extra,Extra2,Note
Bottle feeding,24/5/2017 08:15,,0:00,0.8 oz,Formula milk,2
Diaper,24/5/2017 08:09,,0:00,Urine,,
Right breast,24/5/2017 08:05,24/5/2017 08:09,0:02,,,
Left breast,24/5/2017 07:57,24/5/2017 08:04,0:06,,,
Bottle feeding,24/5/2017 07:50,,0:00,1.1 oz,Mom's milk,
Pumping,24/5/2017 07:16,,0:00,3.31 oz,,98 ml. 54L +44R
Sleep,24/5/2017 05:28,24/5/2017 07:50,2:22,,,
Bottle feeding,24/5/2017 05:20,,0:00,0.3 oz,Mom's milk,
Sleep,24/5/2017 05:13,24/5/2017 05:20,0:07,,,
Bottle feeding,24/5/2017 05:02,,0:00,0.3 oz,Mom's milk,
Sleep,24/5/2017 04:50,24/5/2017 05:00,0:10,,,
Bottle feeding,24/5/2017 04:20,,0:00,1.3 oz,Mom's milk,
Bottle feeding,24/5/2017 04:10,,0:00,0.3 oz,Mom's milk,
Sleep,24/5/2017 03:14,24/5/2017 04:00,0:45,,,
Diaper,24/5/2017 03:00,,0:00,Urine,,
Pumping,24/5/2017 02:28,,0:00,2.5 oz,,74 ml. 39L + 35R
Bottle feeding,24/5/2017 02:22,,0:00,2.7 oz,Mom's milk,
Sleep,23/5/2017 22:15,24/5/2017 02:15,4:00,,,
Sleep,23/5/2017 21:50,23/5/2017 22:09,0:19,,,
Pumping,23/5/2017 21:40,,0:00,1.22 oz,,36 ml. 24L + 12R
Diaper,23/5/2017 21:35,,0:00,"Urine, Feces",,
Bottle feeding,23/5/2017 20:58,,0:00,2.0 oz,Formula milk,3
Left breast,23/5/2017 20:57,,0:00,,,
Diaper,23/5/2017 20:42,,0:00,Urine,,
Right breast,23/5/2017 20:27,23/5/2017 20:57,0:12,,,
Left breast,23/5/2017 20:06,23/5/2017 20:25,0:12,,,
Pumping,23/5/2017 17:59,,0:00,2.71 oz,,80 ml.  47L + 33R
Sleep,23/5/2017 16:45,23/5/2017 18:18,1:33,,,
Diaper,23/5/2017 16:19,,0:00,"Urine, Feces",,
Bottle feeding,23/5/2017 16:07,,0:00,2.5 oz,Formula milk,spit up alot
Right breast,23/5/2017 15:13,23/5/2017 15:21,0:07,,,
Left breast,23/5/2017 15:03,23/5/2017 15:12,0:08,,,
Sleep,23/5/2017 13:28,23/5/2017 15:03,1:34,,,
Right breast,23/5/2017 13:13,23/5/2017 13:26,0:11,,,
Sleep,23/5/2017 12:51,23/5/2017 13:13,0:21,,,
Left breast,23/5/2017 12:48,23/5/2017 12:57,0:09,,,
Diaper,23/5/2017 12:39,,0:00,"Urine, Feces",,
Sleep,23/5/2017 12:20,23/5/2017 12:29,0:08,,,
Sleep,23/5/2017 12:09,,0:00,,,
Bottle feeding,23/5/2017 11:53,,0:00,2.0 oz,Formula milk,2. 45 min to eat
Right breast,23/5/2017 11:00,23/5/2017 11:15,0:10,,,
Diaper,23/5/2017 10:55,,0:00,Urine,,
Left breast,23/5/2017 10:41,23/5/2017 10:53,0:11,,,
Bottle feeding,23/5/2017 10:38,,0:00,0.5 oz,Mom's milk,
Pumping,23/5/2017 08:26,,0:00,3.35 oz,,99 ml.  53L + 46R
Sleep,23/5/2017 08:15,23/5/2017 10:32,2:17,,,
Diaper,23/5/2017 07:26,,0:00,"Urine, Feces",,
Bottle feeding,23/5/2017 07:11,,0:00,2.5 oz,Mom's milk,
Bottle feeding,23/5/2017 07:01,,0:00,0.7 oz,Mom's milk,
Sleep,23/5/2017 03:30,23/5/2017 06:45,3:14,,,
Bottle feeding,23/5/2017 03:05,,0:00,0.3 oz,Mom's milk,1
Diaper,23/5/2017 03:00,,0:00,"Urine, Feces",,
Pumping,23/5/2017 02:39,,0:00,2.64 oz,,78 ml. 42L + 36R
Bottle feeding,23/5/2017 02:35,,0:00,3.0 oz,Mom's milk,
Sleep,22/5/2017 22:28,23/5/2017 02:30,4:01,,,
Pumping,22/5/2017 22:26,,0:00,1.62 oz,,48 ml. 28L + 20R
Diaper,22/5/2017 22:15,,0:00,Urine,,
Bottle feeding,22/5/2017 21:59,,0:00,1.2 oz,Mom's milk,1.5
Right breast,22/5/2017 21:42,22/5/2017 21:49,0:06,,,
Left breast,22/5/2017 21:28,22/5/2017 21:40,0:08,,,
Bottle feeding,22/5/2017 21:25,,0:00,0.3 oz,Mom's milk,
Sleep,22/5/2017 19:52,22/5/2017 21:18,1:25,,,
Diaper,22/5/2017 19:44,,0:00,Urine,,
Sleep,22/5/2017 19:24,22/5/2017 19:34,0:10,,,
Bottle feeding,22/5/2017 19:00,,0:00,1.7 oz,Mom's milk,2
Pumping,22/5/2017 18:30,,0:00,2.06 oz,,61 ml. 38L + 23R
Right breast,22/5/2017 18:05,22/5/2017 18:22,0:15,,,
Sleep,22/5/2017 17:34,22/5/2017 18:02,0:27,,,
Diaper,22/5/2017 16:43,,0:00,"Urine, Feces",,
Left breast,22/5/2017 16:20,22/5/2017 16:25,0:04,,,
Sleep,22/5/2017 15:59,22/5/2017 16:15,0:16,,,
Left breast,22/5/2017 15:50,,0:00,,,
Bottle feeding,22/5/2017 15:25,,0:00,1.4 oz,Mom's milk,
Diaper,22/5/2017 15:16,,0:00,Urine,,
Sleep,22/5/2017 15:01,22/5/2017 15:14,0:12,,,
Bottle feeding,22/5/2017 14:52,,0:00,0.1 oz,Mom's milk,1.5
Left breast,22/5/2017 14:48,,0:00,,,
Right breast,22/5/2017 14:47,,0:00,,,
Bottle feeding,22/5/2017 14:22,,0:00,1.5 oz,Mom's milk,1.5
Right breast,22/5/2017 14:18,22/5/2017 14:19,0:00,,,
Left breast,22/5/2017 14:11,22/5/2017 14:11,0:00,,,
Left breast,22/5/2017 14:06,22/5/2017 14:06,0:00,,,
Right breast,22/5/2017 13:47,22/5/2017 14:05,0:15,,,
Diaper,22/5/2017 13:43,,0:00,Urine,,
Left breast,22/5/2017 13:09,22/5/2017 13:24,0:15,,,
Sleep,22/5/2017 10:23,22/5/2017 13:08,2:44,,,
Left breast,22/5/2017 10:15,22/5/2017 10:16,0:01,,,
Right breast,22/5/2017 10:04,22/5/2017 10:13,0:08,,,
Left breast,22/5/2017 09:56,22/5/2017 10:03,0:05,,,
Diaper,22/5/2017 09:29,,0:00,"Urine, Feces",,
Bottle feeding,22/5/2017 09:17,,0:00,1.5 oz,Mom's milk,
Pumping,22/5/2017 08:35,,0:00,2.84 oz,,84 ml. 45L + 39R
Sleep,22/5/2017 08:25,22/5/2017 09:10,0:45,,,
Diaper,22/5/2017 08:03,,0:00,"Urine, Feces",,
Bottle feeding,22/5/2017 07:46,,0:00,1.5 oz,Mom's milk,
Sleep,22/5/2017 05:00,22/5/2017 07:30,2:30,,,
Bottle feeding,22/5/2017 04:55,,0:00,,Mom's milk,1
Bottle feeding,22/5/2017 04:53,,0:00,1.0 oz,Mom's milk,
Diaper,22/5/2017 04:36,,0:00,Urine,,
Pumping,22/5/2017 04:26,,0:00,3.45 oz,,102 ml.  52L + 50R
Bottle feeding,22/5/2017 04:20,,0:00,3.0 oz,Mom's milk,
Sleep,21/5/2017 22:02,22/5/2017 04:15,6:12,,,
Pumping,21/5/2017 21:52,,0:00,1.12 oz,,33 ml. 16L + 17R
Sleep,21/5/2017 21:25,21/5/2017 21:40,0:15,,,
Left breast,21/5/2017 21:13,21/5/2017 21:18,0:03,,,
Bottle feeding,21/5/2017 21:12,,0:00,0.2 oz,Mom's milk,
Sleep,21/5/2017 20:50,21/5/2017 21:11,0:20,,,
Right breast,21/5/2017 20:47,21/5/2017 21:08,0:21,,,
Diaper,21/5/2017 20:30,,0:00,"Urine, Feces",,
Bottle feeding,21/5/2017 20:06,,0:00,0.8 oz,Mom's milk,1
Bottle feeding,21/5/2017 19:55,,0:00,1.5 oz,Mom's milk,1.5
Pumping,21/5/2017 19:30,,0:00,1.49 oz,,44 ml.  26L + 18R
Bottle feeding,21/5/2017 19:19,,0:00,0.9 oz,Mom's milk,
Right breast,21/5/2017 18:02,21/5/2017 18:10,0:07,,,
Left breast,21/5/2017 17:57,21/5/2017 18:01,0:03,,,
Sleep,21/5/2017 16:45,21/5/2017 17:26,0:41,,,
Diaper,21/5/2017 16:31,,0:00,Urine,,
Bottle feeding,21/5/2017 16:19,,0:00,0.6 oz,Mom's milk,1.5
Bottle feeding,21/5/2017 16:12,,0:00,1.3 oz,Mom's milk,
Vaccination,21/5/2017 15:56,21/5/2017 15:57,0:01,,,
Sleep,21/5/2017 15:25,21/5/2017 15:46,0:21,,,
Pumping,21/5/2017 15:02,,0:00,0.68 oz,,20 ml
Bottle feeding,21/5/2017 14:51,,0:00,,Mom's milk,40 ml
Left breast,21/5/2017 14:47,21/5/2017 14:50,0:02,,,
Left breast,21/5/2017 14:10,21/5/2017 14:39,0:13,,,
Diaper,21/5/2017 14:01,,0:00,Urine,,
Right breast,21/5/2017 13:48,21/5/2017 14:07,0:12,,,
Sleep,21/5/2017 11:52,21/5/2017 13:25,1:33,,,
Diaper,21/5/2017 11:10,,0:00,"Urine, Feces",,
Bottle feeding,21/5/2017 10:50,,0:00,2.3 oz,Mom's milk,
Pumping,21/5/2017 10:46,,0:00,1.83 oz,,54 ml. 30L + 24R
Sleep,21/5/2017 08:48,21/5/2017 10:40,1:51,,,
Sleep,21/5/2017 08:40,,0:00,,,
Diaper,21/5/2017 08:20,,0:00,Urine,,
Pumping,21/5/2017 07:58,,0:00,2.3 oz,,69 ml. 37L + 33R
Bottle feeding,21/5/2017 07:58,,0:00,0.7 oz,Mom's milk,
Bottle feeding,21/5/2017 07:48,,0:00,1.0 oz,Mom's milk,
Sleep,21/5/2017 05:22,21/5/2017 07:45,2:22,,,
Right breast,21/5/2017 05:17,21/5/2017 05:32,0:14,,,
Sleep,21/5/2017 04:45,21/5/2017 05:17,0:31,,,
Left breast,21/5/2017 04:39,21/5/2017 04:54,0:15,,,
Sleep,21/5/2017 04:23,21/5/2017 04:37,0:13,,,
Diaper,21/5/2017 04:03,,0:00,Urine,,
Pumping,21/5/2017 03:48,,0:00,2.3 oz,,69 ml. 35L + 34R
Bottle feeding,21/5/2017 03:45,,0:00,2.0 oz,Mom's milk,
Sleep,21/5/2017 00:26,21/5/2017 03:37,3:10,,,
Left breast,21/5/2017 00:17,21/5/2017 00:27,0:08,,,
Sleep,20/5/2017 23:50,21/5/2017 00:16,0:26,,,
Right breast,20/5/2017 23:27,20/5/2017 23:50,0:22,,,
Sleep,20/5/2017 23:04,20/5/2017 23:26,0:21,,,
Left breast,20/5/2017 22:58,20/5/2017 23:04,0:05,,,
Pumping,20/5/2017 22:17,,0:00,0.85 oz,,25 ml. 14L + 11R
Sleep,20/5/2017 22:10,20/5/2017 22:58,0:47,,,
Diaper,20/5/2017 21:57,,0:00,Urine,,
Left breast,20/5/2017 21:41,20/5/2017 21:49,0:08,,,
Sleep,20/5/2017 21:04,20/5/2017 21:36,0:31,,,
Right breast,20/5/2017 20:57,20/5/2017 21:06,0:08,,,
Left breast,20/5/2017 20:44,20/5/2017 20:48,0:04,,,
Left breast,20/5/2017 20:44,,0:00,,,
Sleep,20/5/2017 20:34,20/5/2017 20:41,0:06,,,
Sleep,20/5/2017 20:25,20/5/2017 20:29,0:04,,,
Pumping,20/5/2017 19:56,,0:00,2.16 oz,,64 ml. 30L + 34R
Diaper,20/5/2017 19:46,,0:00,Urine,,
Right breast,20/5/2017 19:40,20/5/2017 19:41,0:00,,,
Left breast,20/5/2017 19:36,20/5/2017 19:39,0:02,,,
Bottle feeding,20/5/2017 19:28,,0:00,2.0 oz,Mom's milk,
Sleep,20/5/2017 18:42,20/5/2017 18:53,0:11,,,
Bottle feeding,20/5/2017 17:48,,0:00,,Mom's milk,2
Diaper,20/5/2017 17:30,,0:00,Urine,,
Bottle feeding,20/5/2017 17:20,,0:00,0.7 oz,Mom's milk,
Right breast,20/5/2017 17:10,20/5/2017 17:18,0:06,,,
Left breast,20/5/2017 17:02,20/5/2017 17:07,0:04,,,
Sleep,20/5/2017 14:53,20/5/2017 16:45,1:51,,,
Sleep,20/5/2017 14:09,20/5/2017 14:46,0:37,,,
Pumping,20/5/2017 13:41,,0:00,0.74 oz,,22 ml. 12L +10R
Pumping,20/5/2017 13:41,,0:00,,,
Bottle feeding,20/5/2017 13:30,,0:00,0.4 oz,Mom's milk,1.1
Diaper,20/5/2017 13:21,,0:00,Urine,,
Right breast,20/5/2017 12:58,20/5/2017 13:28,0:06,,,
Left breast,20/5/2017 12:47,20/5/2017 12:56,0:08,,,
Sleep,20/5/2017 11:20,20/5/2017 12:20,1:00,,,
Diaper,20/5/2017 10:20,,0:00,"Urine, Feces",,
Pumping,20/5/2017 10:09,,0:00,3.0 oz,,90 ml. 48L + 42R
Bottle feeding,20/5/2017 10:01,,0:00,1.7 oz,Formula milk,
Sleep,20/5/2017 06:20,20/5/2017 09:55,3:35,,,
Diaper,20/5/2017 05:54,,0:00,Urine,,
Pumping,20/5/2017 05:35,,0:00,3.15 oz,,93 ml. 48L + 45R
Bottle feeding,20/5/2017 05:30,,0:00,2.8 oz,Mom's milk,
Sleep,20/5/2017 00:43,20/5/2017 05:24,4:41,,,
Bottle feeding,20/5/2017 00:25,,0:00,0.4 oz,Mom's milk,1
Bottle feeding,20/5/2017 00:19,,0:00,1.0 oz,Mom's milk,1
Diaper,19/5/2017 23:53,,0:00,Urine,,
Pumping,19/5/2017 23:44,,0:00,1.76 oz,,52 ml.  29L + 23R
Right breast,19/5/2017 23:13,19/5/2017 23:37,0:08,,,
Left breast,19/5/2017 23:00,19/5/2017 23:12,0:11,,,
Sleep,19/5/2017 20:50,19/5/2017 22:59,2:09,,,
Diaper,19/5/2017 20:43,,0:00,"Urine, Feces",,
Sleep,19/5/2017 19:52,19/5/2017 20:23,0:31,,,
Sleep,19/5/2017 19:51,,0:00,,,
Diaper,19/5/2017 19:36,,0:00,"Urine, Feces",,
Bottle feeding,19/5/2017 19:32,,0:00,0.1 oz,Formula milk,2
Sleep,19/5/2017 18:54,19/5/2017 19:03,0:09,,,
Pumping,19/5/2017 18:35,,0:00,1.45 oz,,43 ml. 20L +23R
Left breast,19/5/2017 18:14,19/5/2017 18:19,0:04,,,
Right breast,19/5/2017 17:17,19/5/2017 17:20,0:02,,,
Left breast,19/5/2017 17:05,19/5/2017 17:17,0:06,,,
Bottle feeding,19/5/2017 16:56,,0:00,,Formula milk,2
Right breast,19/5/2017 16:42,19/5/2017 16:50,0:08,,,
Left breast,19/5/2017 16:28,19/5/2017 16:38,0:09,,,
Diaper,19/5/2017 16:24,,0:00,Urine,,
Sleep,19/5/2017 13:32,19/5/2017 16:23,2:48,,,
Sleep,19/5/2017 12:56,19/5/2017 13:26,0:29,,,
Sleep,19/5/2017 12:53,19/5/2017 12:55,0:01,,,
Sleep,19/5/2017 12:41,,0:00,,,
Bottle feeding,19/5/2017 12:24,,0:00,,Formula milk,2.1
Right breast,19/5/2017 12:06,19/5/2017 12:14,0:05,,,
Right breast,19/5/2017 11:47,19/5/2017 11:55,0:06,,,
Left breast,19/5/2017 11:35,19/5/2017 11:45,0:09,,,
Diaper,19/5/2017 11:27,,0:00,Urine,,
Bottle feeding,19/5/2017 11:21,,0:00,1.0 oz,Mom's milk,
Sleep,19/5/2017 08:01,19/5/2017 11:21,3:20,,,
Diaper,19/5/2017 07:41,,0:00,"Urine, Feces",,
Bottle feeding,19/5/2017 07:17,,0:00,2.0 oz,Mom's milk,
Pumping,19/5/2017 06:38,,0:00,2.4 oz,,71 ml.  38L + 33R
Sleep,19/5/2017 05:20,19/5/2017 07:16,1:55,,,
Sleep,19/5/2017 05:13,19/5/2017 05:16,0:02,,,
Bottle feeding,19/5/2017 05:06,,0:00,0.7 oz,Mom's milk,
Sleep,19/5/2017 05:00,19/5/2017 05:05,0:04,,,
Sleep,19/5/2017 04:12,19/5/2017 04:50,0:37,,,
Sleep,19/5/2017 03:58,19/5/2017 04:02,0:03,,,
Diaper,19/5/2017 03:40,,0:00,"Urine, Feces",,
Diaper,19/5/2017 03:24,,0:00,Urine,,
Pumping,19/5/2017 03:15,,0:00,3.21 oz,,95 ml. 49L + 46R
Bottle feeding,19/5/2017 03:04,,0:00,2.1 oz,Mom's milk,
Sleep,18/5/2017 22:30,19/5/2017 03:00,4:30,,,
Bottle feeding,18/5/2017 22:25,,0:00,0.2 oz,Formula milk,2
Bottle feeding,18/5/2017 21:52,,0:00,1.5 oz,Formula milk,1.5
Diaper,18/5/2017 21:39,,0:00,Urine,,
Sleep,18/5/2017 21:20,18/5/2017 21:36,0:15,,,
Pumping,18/5/2017 21:16,,0:00,1.32 oz,,39 ml. 16L + 23R
Sleep,18/5/2017 20:39,,0:00,,,
Left breast,18/5/2017 20:22,18/5/2017 20:27,0:04,,,
Sleep,18/5/2017 19:24,18/5/2017 19:43,0:19,,,
Bottle feeding,18/5/2017 19:17,,0:00,1.0 oz,Formula milk,
Pumping,18/5/2017 19:04,,0:00,0.91 oz,,27 ml. 17L + 10R
Right breast,18/5/2017 18:48,18/5/2017 18:54,0:04,,,
Left breast,18/5/2017 18:38,18/5/2017 18:46,0:07,,,
Diaper,18/5/2017 18:11,,0:00,Urine,,
Sleep,18/5/2017 18:10,,0:00,,,
Right breast,18/5/2017 17:03,18/5/2017 17:16,0:11,,,
Left breast,18/5/2017 16:52,18/5/2017 17:01,0:09,,,
Sleep,18/5/2017 15:29,18/5/2017 16:51,1:22,,,
Right breast,18/5/2017 15:13,18/5/2017 15:28,0:14,,,
Diaper,18/5/2017 15:08,,0:00,Urine,,
Sleep,18/5/2017 13:57,18/5/2017 15:05,1:08,,,
Left breast,18/5/2017 13:49,18/5/2017 13:56,0:07,,,
Sleep,18/5/2017 12:26,18/5/2017 13:47,1:18,,,
Bottle feeding,18/5/2017 12:19,,0:00,,Formula milk,1.5
Left breast,18/5/2017 12:13,18/5/2017 12:19,0:05,,,
Right breast,18/5/2017 12:03,18/5/2017 12:07,0:02,,,
Left breast,18/5/2017 11:57,18/5/2017 12:00,0:01,,,
Vaccination,18/5/2017 11:55,18/5/2017 11:56,0:00,,,
Diaper,18/5/2017 11:48,,0:00,"Urine, Feces",,
Left breast,18/5/2017 11:15,18/5/2017 11:19,0:02,,,
Diaper,18/5/2017 11:11,,0:00,"Urine, Feces",,
Bottle feeding,18/5/2017 10:45,,0:00,1.5 oz,Formula milk,1.5
Bottle feeding,18/5/2017 10:32,,0:00,0.8 oz,Mom's milk,
Sleep,18/5/2017 09:46,18/5/2017 10:27,0:41,,,
Sleep,18/5/2017 09:45,,0:00,,,
Sleep,18/5/2017 09:40,18/5/2017 09:43,0:03,,,
Right breast,18/5/2017 09:24,18/5/2017 09:29,0:04,,,
Diaper,18/5/2017 09:15,,0:00,"Urine, Feces",,
Bottle feeding,18/5/2017 08:49,,0:00,1.2 oz,Mom's milk,2
Pumping,18/5/2017 07:32,,0:00,2.27 oz,,67 ml. 37L + 30R
Sleep,18/5/2017 05:20,18/5/2017 08:49,3:29,,,
Sleep,18/5/2017 05:11,18/5/2017 05:17,0:05,,,
Diaper,18/5/2017 04:32,,0:00,Urine,,
Pumping,18/5/2017 04:25,,0:00,2.74 oz,,81 ml. 43L + 38R
Bottle feeding,18/5/2017 04:16,,0:00,2.0 oz,Mom's milk,
Sleep,17/5/2017 23:35,18/5/2017 04:10,4:34,,,
Sleep,17/5/2017 23:30,,0:00,,,
Bottle feeding,17/5/2017 23:07,,0:00,1.2 oz,Mom's milk,1.5
Pumping,17/5/2017 22:54,,0:00,0.64 oz,,19 ml. 11L + 8R
Diaper,17/5/2017 22:51,,0:00,Urine,,
Bottle feeding,17/5/2017 22:51,,0:00,1.0 oz,Mom's milk,1
Right breast,17/5/2017 22:47,17/5/2017 22:48,0:01,,,
Right breast,17/5/2017 22:33,17/5/2017 22:37,0:02,,,
Left breast,17/5/2017 22:25,17/5/2017 22:31,0:05,,,
Left breast,17/5/2017 22:25,,0:00,,,
Bottle feeding,17/5/2017 21:35,,0:00,,Formula milk,3
Right breast,17/5/2017 21:23,17/5/2017 21:27,0:04,,,
Right breast,17/5/2017 21:03,17/5/2017 21:16,0:09,,,
Diaper,17/5/2017 21:00,,0:00,Urine,,
Right breast,17/5/2017 20:50,17/5/2017 20:53,0:01,,,
Left breast,17/5/2017 20:28,17/5/2017 20:49,0:21,,,
Right breast,17/5/2017 19:57,17/5/2017 20:12,0:12,,,
Left breast,17/5/2017 19:43,17/5/2017 19:53,0:10,,,
Pumping,17/5/2017 18:37,,0:00,1.66 oz,,49 ml. 29L + 20R
Sleep,17/5/2017 17:47,17/5/2017 19:42,1:54,,,
Bottle feeding,17/5/2017 17:36,,0:00,,Formula milk,2
Left breast,17/5/2017 17:23,,0:00,,,
Left breast,17/5/2017 17:06,17/5/2017 17:10,0:04,,,
Left breast,17/5/2017 17:01,17/5/2017 17:02,0:00,,,
Right breast,17/5/2017 16:49,17/5/2017 17:00,0:08,,,
Diaper,17/5/2017 16:42,,0:00,"Urine, Feces",,
Sleep,17/5/2017 15:38,17/5/2017 16:15,0:36,,,
Diaper,17/5/2017 14:43,,0:00,Urine,,
Bottle feeding,17/5/2017 14:38,,0:00,0.7 oz,Formula milk,2
Right breast,17/5/2017 14:13,,0:00,,,
Right breast,17/5/2017 14:12,17/5/2017 14:22,0:09,,,
Left breast,17/5/2017 13:55,17/5/2017 14:11,0:13,,,
Sleep,17/5/2017 11:28,17/5/2017 13:54,2:25,,,
Bottle feeding,17/5/2017 10:59,,0:00,0.1 oz,Formula milk,1.5
Right breast,17/5/2017 10:33,17/5/2017 10:42,0:05,,,
Left breast,17/5/2017 10:21,17/5/2017 10:31,0:07,,,
Bottle feeding,17/5/2017 10:14,,0:00,0.9 oz,Mom's milk,
Diaper,17/5/2017 10:08,,0:00,Urine,,
Pumping,17/5/2017 07:37,,0:00,3.08 oz,,91 ml. 48L + 43R
Sleep,17/5/2017 07:30,17/5/2017 10:05,2:35,,,
Diaper,17/5/2017 07:02,,0:00,"Urine, Feces",,
Bottle feeding,17/5/2017 06:40,,0:00,2.1 oz,Mom's milk,
Bottle feeding,17/5/2017 06:34,,0:00,0.3 oz,Mom's milk,
Sleep,17/5/2017 03:01,17/5/2017 06:27,3:26,,,
Diaper,17/5/2017 02:41,,0:00,Urine,,
Bottle feeding,17/5/2017 02:22,,0:00,2.7 oz,Mom's milk,
Pumping,17/5/2017 02:22,,0:00,2.4 oz,,71 ml. 38L + 33R
Bottle feeding,17/5/2017 02:20,,0:00,,Mom's milk,
Bottle feeding,17/5/2017 02:16,,0:00,,Mom's milk,
Bottle feeding,17/5/2017 02:12,,0:00,0.7 oz,Mom's milk,
Sleep,16/5/2017 22:30,17/5/2017 02:12,3:42,,,
Pumping,16/5/2017 22:05,,0:00,0.98 oz,,29 ml. 15L + 14R
Bottle feeding,16/5/2017 22:01,,0:00,1.3 oz,Mom's milk,2
Right breast,16/5/2017 21:30,16/5/2017 21:52,0:10,,,
Diaper,16/5/2017 21:24,,0:00,Urine,,
Left breast,16/5/2017 21:05,16/5/2017 21:21,0:15,,,
Vaccination,16/5/2017 20:29,16/5/2017 20:31,0:02,,,
Diaper,16/5/2017 20:06,,0:00,Urine,,
Pumping,16/5/2017 19:42,,0:00,1.5 oz,,45 ml. 21L + 24R
Bottle feeding,16/5/2017 19:38,,0:00,1.5 oz,Mom's milk,1.5
Right breast,16/5/2017 19:22,16/5/2017 19:29,0:06,,,
Left breast,16/5/2017 19:12,16/5/2017 19:20,0:06,,,
Sleep,16/5/2017 18:09,16/5/2017 19:05,0:56,,,
Bottle feeding,16/5/2017 18:00,,0:00,0.6 oz,Mom's milk,
Sleep,16/5/2017 15:56,16/5/2017 17:54,1:57,,,
Left breast,16/5/2017 15:48,16/5/2017 15:52,0:02,,,
Bottle feeding,16/5/2017 15:16,,0:00,1.4 oz,Mom's milk,2
Right breast,16/5/2017 15:03,16/5/2017 15:09,0:05,,,
Left breast,16/5/2017 14:52,16/5/2017 15:01,0:06,,,
Diaper,16/5/2017 14:48,,0:00,Urine,,
Bottle feeding,16/5/2017 14:36,,0:00,1.0 oz,Mom's milk,
Sleep,16/5/2017 12:47,16/5/2017 14:33,1:46,,,
Bottle feeding,16/5/2017 12:33,,0:00,0.5 oz,Mom's milk,1.5
Left breast,16/5/2017 12:08,16/5/2017 12:16,0:05,,,
Right breast,16/5/2017 12:00,16/5/2017 12:07,0:07,,,
Left breast,16/5/2017 11:55,16/5/2017 12:03,0:04,,,
Diaper,16/5/2017 11:51,,0:00,"Urine, Feces",,
Bottle feeding,16/5/2017 11:16,,0:00,2.0 oz,Formula milk,4
Pumping,16/5/2017 10:40,,0:00,2.23 oz,,66 ml. 36L + 30R
Sleep,16/5/2017 10:21,16/5/2017 11:08,0:46,,,
Diaper,16/5/2017 09:57,,0:00,"Urine, Feces",,
Bottle feeding,16/5/2017 09:32,,0:00,1.6 oz,Formula milk,3
Diaper,16/5/2017 09:22,,0:00,Urine,,
Pumping,16/5/2017 07:05,,0:00,3.18 oz,,94 ml. 49L + 45R
Sleep,16/5/2017 06:54,16/5/2017 09:15,2:20,,,
Diaper,16/5/2017 06:18,,0:00,Urine,,
Bottle feeding,16/5/2017 06:03,,0:00,2.7 oz,Mom's milk,3
Bottle feeding,16/5/2017 05:58,,0:00,0.2 oz,Mom's milk,
Sleep,16/5/2017 02:16,16/5/2017 05:30,3:13,,,
Diaper,16/5/2017 01:55,,0:00,"Urine, Feces",,
Pumping,16/5/2017 01:22,,0:00,2.0 oz,,59 ml. 30L + 29R
Bottle feeding,16/5/2017 01:20,,0:00,2.2 oz,Mom's milk,
Pumping,15/5/2017 22:02,,0:00,1.35 oz,,40 ml. 20L + 20R
Sleep,15/5/2017 21:30,16/5/2017 01:05,3:34,,,
Right breast,15/5/2017 21:02,15/5/2017 21:24,0:22,,,
Left breast,15/5/2017 20:39,15/5/2017 20:55,0:15,,,
Diaper,15/5/2017 20:37,,0:00,"Urine, Feces",,
Pumping,15/5/2017 19:22,,0:00,2.3 oz,,68 ml. 34L + 34R
Sleep,15/5/2017 18:54,15/5/2017 20:20,1:25,,,
Bottle feeding,15/5/2017 18:48,,0:00,0.3 oz,Formula milk,2
Sleep,15/5/2017 18:15,15/5/2017 18:35,0:19,,,
Vaccination,15/5/2017 18:04,15/5/2017 18:07,0:02,,,
Vaccination,15/5/2017 18:04,15/5/2017 18:07,0:03,,,
Right breast,15/5/2017 17:40,15/5/2017 17:51,0:11,,,
Left breast,15/5/2017 17:30,15/5/2017 17:37,0:06,,,
Bottle feeding,15/5/2017 17:27,,0:00,0.3 oz,Mom's milk,
Sleep,15/5/2017 16:45,15/5/2017 17:08,0:23,,,
Measure,15/5/2017 16:01,,0:00,"Weight: 7.625 lb, Height: 20.6 in, Head circumference: 14.5 in",,Children's
Bottle feeding,15/5/2017 15:59,,0:00,2.7 oz,Mom's milk,3
Diaper,15/5/2017 15:32,,0:00,Urine,,
Sleep,15/5/2017 14:00,15/5/2017 14:39,0:39,,,
Diaper,15/5/2017 13:37,,0:00,Urine,,
Bottle feeding,15/5/2017 13:30,,0:00,1.0 oz,Formula milk,
Right breast,15/5/2017 13:14,15/5/2017 13:21,0:06,,,
Left breast,15/5/2017 13:06,15/5/2017 13:12,0:06,,,
Sleep,15/5/2017 11:55,15/5/2017 13:05,1:10,,,
Bottle feeding,15/5/2017 11:22,,0:00,1.0 oz,Formula milk,
Right breast,15/5/2017 11:08,15/5/2017 11:13,0:05,,,
Left breast,15/5/2017 11:08,15/5/2017 11:13,0:05,,,
Right breast,15/5/2017 11:00,15/5/2017 11:06,0:05,,,
Bottle feeding,15/5/2017 10:47,,0:00,0.8 oz,Mom's milk,
Diaper,15/5/2017 10:42,,0:00,Urine,,
